dateSold,bedrooms,bathrooms,livingArea,lotSize,yearBuilt
-1.0801301128118843,2.169732614352784,1.252762968495368,8.003363058629947,0.6322366743177761,0.7755102040816326
0.8167528403150568,-0.4103736943085956,1.3862943611198906,7.764720544771477,0.0530476919153277,0.3061224489795918
-0.965140910192898,0.8796794600220942,1.1786549963416462,7.611347717403621,1.4636572302983932,-0.2244897959183673
0.874686331710882,-1.7004268486392855,1.0986122886681098,7.080867896690782,0.3863810252486611,-0.1836734693877551
-1.1538636473156618,0.8796794600220942,1.252762968495368,7.88570539124302,-0.7143585819943892,0.7551020408163265
-0.9879631946821624,-0.4103736943085956,1.5040773967762742,8.016647877057803,1.2213720989543484,-0.1224489795918367
-0.9414408455309696,0.8796794600220942,1.1786549963416462,7.581209826196346,2.058913542463657,-0.0204081632653061
-1.0748634317759005,-0.4103736943085956,1.01160091167848,7.378383712996714,-0.6021423106350421,-0.7346938775510204
0.8913641549914982,-0.4103736943085956,1.3862943611198906,7.910957382845589,0.4975771486865595,0.3877551020408163
-0.9221296817323612,-0.4103736943085956,1.252762968495368,7.8713112033234065,0.4187707217546544,0.2857142857142857
0.8720529911928899,-0.4103736943085956,1.3862943611198906,7.679251425953058,-0.2802856414180056,-0.7142857142857143
1.08184245245959,0.8796794600220942,1.3862943611198906,8.149890544402423,1.0530476919153278,0.4489795918367347
-1.0458966860779877,-0.4103736943085956,1.0986122886681098,7.1631723908466425,0.6505993369038511,-0.6122448979591837
-1.0731078714305722,0.8796794600220942,1.01160091167848,7.601402334583733,0.4945167049222137,-0.0408163265306122
-1.1749303714595982,-0.4103736943085956,1.252762968495368,8.221747728346623,1.2366743177760775,0.1020408163265306
-0.959874229156914,-1.7004268486392855,1.01160091167848,7.427144133408616,-0.5766386125988269,0.5510204081632653
-1.0511633671139715,-0.4103736943085956,0.6931471805599453,7.170888478512505,0.88625350675848,-0.1224489795918367
1.0528757067616774,0.8796794600220942,1.3862943611198906,7.739359202689098,-0.1690895179801071,-0.2653061224489796
-1.0950523757471726,0.8796794600220942,1.3862943611198906,8.006700845440367,0.9018107625605712,0.5306122448979592
1.0212756205457727,-0.4103736943085956,0.6931471805599453,6.816735880594968,-0.5024228513134404,-0.2448979591836734
0.977386611912572,0.8796794600220942,1.3862943611198906,7.665753431861699,0.8306554450395307,0.5306122448979592
0.929986482588715,-0.4103736943085956,1.0986122886681098,7.327123292259293,0.7197143585819944,0.1224489795918367
-0.968652030883554,-0.4103736943085956,1.1786549963416462,7.560601162768557,0.4210660545779138,0.0
-1.0011298972721228,-0.4103736943085956,1.01160091167848,7.123672785204607,0.918133129303749,0.2040816326530612
-1.0520411472866358,0.8796794600220942,1.252762968495368,7.496097345175956,-0.5766386125988269,0.4489795918367347
-1.013418819689419,-0.4103736943085956,0.6931471805599453,7.438971592395862,0.4804896710022953,-0.4489795918367347
-0.8843851343078085,-0.4103736943085956,1.252762968495368,7.496097345175956,-0.8826829890334098,0.5510204081632653
-1.0915412550565164,-0.4103736943085956,0.6931471805599453,7.065613363597717,0.5241009946442234,-0.2244897959183673
0.8966308360274824,0.8796794600220942,1.3862943611198906,7.715569534520208,-0.5024228513134404,0.7142857142857143
0.8922419351641623,-1.7004268486392855,0.6931471805599453,6.859614903654202,-0.194083142055598,-1.0816326530612246
1.0449756852077012,0.8796794600220942,1.3862943611198906,7.741099090035366,0.1642438153532262,0.8979591836734694
